Start Time,End Time,Sentence,Translation,Emotion
637.06,639.06,بله خیلی,And it's really interesting.,joy
639.06,641.06,خیلی هم خیلی دوستیم,And we're really very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very,joy
641.06,643.06,خیلی رفیقیم هم هم دیگر,And I'm very happy.,joy
643.06,645.06,دوست داریم هم,And I'm going to love it.,joy
645.06,647.06,زندگیمون خودرشوک,And we're going to be a very busy life.,neutral
647.06,649.06,زندگی خوبیه,It's a good life.,joy
649.06,651.06,اگه رمز و رازشو به پجمان بگی,"And if you don't have a symbol and a symbol in the world, you don't have a symbol and a symbol.",neutral
651.06,653.06,شاید این اشتیار درش به وجود بیاد,It's not going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
653.06,655.06,که,And that's why.,neutral
655.06,657.06,خانم رفاقت,It's a wonderful woman.,joy
657.06,659.06,خیلی خونواده دوست,It's a very cute girl.,joy
659.06,661.06,خیلی بچه دوست,It's a little girl.,neutral
661.06,663.06,خیلی برای خونواده اش وقت نوزارو,And it's really useful for his wife when she's pregnant.,neutral
663.06,665.06,خیلی همه چیش,"It's a lot of things, but it's a lot of things.",neutral
665.06,667.06,در اختیار خانومت است واقعا,And it's a woman who's a woman.,neutral
667.06,669.06,و این خیلی چیزه مهم میه,And that's really important for us.,neutral
669.06,671.06,و حالا اینکه شما فهمو دید,And now you know what you learned.,neutral
671.06,673.06,اینکه وقت رفاقت داریم,It's what we're talking about.,neutral
673.06,675.06,به خاطر این 3-4-5 سال,"It's a few years ago, because it's a few years ago.",neutral
675.06,677.06,3 تا کار خوب بجرفو داشتیم,And we had a good job.,joy
677.06,679.06,تکزاسو داشتیم دو تا,And we had two of them.,neutral
679.06,681.06,و همه اش کناره هم بودیم,And we're going to see it.,neutral
681.06,683.06,خیلی با هم کار داریم,It's really very easy to work.,joy
683.06,685.06,در سال 3-4 مایی کناره هم,It's a few years ago.,neutral
685.06,687.06,تو این سال 4-5 سالی که,And you're going to be a year of a year that you're going to be a year of a year.,neutral
687.06,689.06,اخیر بوده کناره هم بودیم,And we were going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be.,neutral
689.06,691.06,و برای همین دیگه,And that's why it's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to,neutral
691.06,693.06,زیاد همینگر میبینیم,And we're going to see it.,neutral
693.06,695.06,خودرش شکر,It's wonderful.,joy
695.06,697.06,تا حالا تو رفاقت با هم,And now you're going to have a love with you.,joy
697.06,699.06,اختلاف هم فردیم,And we're talking about the difference.,neutral
699.06,701.06,فهمین دید,It's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
701.06,703.06,طبیعه بلکه شاید پیش اومده,And it's not going to be going to be going to be going to be going to be going.,neutral
703.06,705.06,چیزی حضور ذهن ندارم ولی,"And I don't know what I'm talking about, but I'm not talking about.",neutral
705.06,707.06,احتمال داره مثلا دلخور شدو باشیم مزخم,It's not going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
707.06,709.06,میگم الان چیز یادم,And I'm going to tell you what I'm going to do.,neutral
709.06,711.06,فوتبال,It's a football game.,neutral
712.06,714.06,نه اونکه نهی اومدی,It's not going to be going to be going to be going.,neutral
714.06,716.06,شب خواب موندی,It's a wonderful night.,joy
716.06,718.06,آه آه آه آره نهی اومدم,It's not going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going.,neutral
718.06,720.06,نه خواب نموندم یه چیزی شد,It was a lot of things.,neutral
720.06,722.06,بعد تو پولمو ندیدی,And then you're going to get a money.,neutral
722.06,724.06,نه دورو گفته بودی الان میگم,It's not going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
724.06,726.06,نهی اومده بود فول بخواست,It was going to be going to be going to be going to be going to be going to be going to be going.,neutral
726.06,728.06,من گی میشم چیزی,And I'm going to do something like that.,neutral
728.06,730.06,این پولو داده بودن به بازیقه های که بیان,It's a little bit of a game that's written in the games that's written in the games that's written in the games that's written in the games that's written in the games that's written in the games that's written in the games that's written in the games that's written in the games that's written in the games that's written in the games that's written in the games that's written in the games that's written in the game.,neutral
730.06,732.06,من نیاد کرده بودم که,And I wasn't going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going,neutral
732.06,734.06,اون برای این چیز دیگه هست نیاد مهمه,It's not going to be going to be going to be going to be something else.,neutral
734.06,736.06,چجوری شد؟ چجوری مطرح شدین,And what happened?,surprise
736.06,738.06,اختلاف بينتون؟,And what's the difference?,surprise
738.06,740.06,برای ایرانی خودش مطرح هست,And it's really interesting for Americans.,surprise
742.06,744.06,برای یوز ایرانی قرار بود یه بازید,It was a game for American American.,neutral
744.06,746.06,در کدوم شهر رفتیم,And we went to where we were in the city?,neutral
746.06,748.06,از حافظه من کمک نه,And I don't have to help me.,sadness
748.06,750.06,اشتباه کردم کدوم شهر,And I didn't know what is a city.,surprise
752.06,754.06,بچه کدوم شهر ایرانی,It's a country in the United States.,neutral
754.06,756.06,یکی از شهر ایرانی,It's one of the world's largest city.,neutral
756.06,758.06,یکی از شهر ایرانی,It's one of the world's largest city.,neutral
758.06,760.06,یکی از شهر ایرانی,It's one of the world's largest city.,neutral
760.06,762.06,دمود یوز؟ کجا فوتبال بازی کردن؟,And what's the game? What's the game?,neutral
762.06,764.06,یه بازی بکنیم,And we're going to play a game.,neutral
764.06,766.06,آقای ماماین خان شجریان بود,And he was a lawyer.,neutral
766.06,781.5,امیر جدیدی بود، محمد نوازی بود، به روز رهبری فر بود، اینای کلانگیو رضای ازدنی بود، آقای اوجی بود، و اینا داشت می رفتیم بد، سام گفت من سر فیلم برداریم و نمیتونم شب بیام، من هم ده بار این بیلیتو جابجا کرده بود،,"I was a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president, a new president,",neutral
781.5,811.5,باشه، من برای تو صب، بیلی بگم، هفتون و نیم صب، گوه، خیلی سخته، من هم شبکارم، باشه، یه ضرب از سر فیلم برداریم می آم، چیز، می آم ترشی بود، امیر جدیدی داشتیم، افزایم، گفت، سام فکر، گفتم، شبکاره، گفت، شبکاره، پس الان چرا خونه رفیقانی من مهمون هن اینه که، گفتم، سام، گفتم، چشای سبزه، سام درخشنیم می گم، گفتم، مرد است، میگم، خونه دوستان,"And I'm going to be a teenager, I'm a teenager, I'm a teenager, I'm a teenager, I'm a teenager, I'm a teenager, I'm a teenager, I'm a teenager, I'm a teenager, I'm a teenager, I'm a teenager, I'm a teenager, I'm a teenager, I'm a teenager, I'm a teenager, I'm",fear
811.5,813.02,بگویم، سهم ما پس چی شد؟,It's what we were going to do?,surprise
813.02,816.1,مال دوره مجردی بود، برا همین می گن زن بگیرین آه,"And it was a traumatic period, so you don't want to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able.",fear
816.1,817.94,اتقل به قرارتو می رسیم,And we're going to go to the right side.,neutral
817.94,820.94,خواب نمونید، خدا سف، اینجوری شد,"And you're going to see, you're going to see, you're going to see, you're going to see, you're going to see, you're going to see, you're going to see, you're going to see, you're going to see.",neutral
820.94,826.74,بامذه بود، ما فوتپالاری که می رفتیم، معمولا همیشه دیر می رسیدین فروتگاه,"So, we were going to get a helicopter, we're going to get a few minutes at the ground.",neutral
826.74,833.94,بعد این، آه، بولنگوی فروتگاه، ما رو صدا می کرد، بعضن مثلا، جفگیر می شد,"And then this, a loud voice, we heard our voice, sometimes, we heard our voice, sometimes, we heard our voice, sometimes, we heard our voice, sometimes, we heard our voice, sometimes, we heard our voice, sometimes, we heard our voice.",neutral
833.94,839.74,مثلا، می گفت، مثلا سام درخشنی، آهی، سام درخشنی,"And, I said, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, maybe, a soap, a soap, a soap,",neutral
839.78,846.18,آهی، پجمان بازگی، آهی، کامبیز دیربال، آهی، پجمان جمشیدی,"It's a bubble, bubble, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles, bubbles,",neutral
846.18,849.18,و با صدای رضای اطفالی دیگه,"And with a voice of happiness, there's a sense of happiness.",neutral
853.18,858.98,درشن می رفتیم، مشهد، این خاطره رو می گم، چون همه دیگه افتاین بود دورش، خیلی بامذه بود,"And we're going to see, where all of us had gone, because all of us had gone, it was very interesting, because all of us had gone, it was very interesting, because all of us had gone, it was very interesting.",surprise
858.98,862.98,درشن می رفتیم، مشهد، یه تحیی کنندهی بود، خاطره دو فوتپالی رو اومنی می گره؟,"And we went to the city, it was a very interesting story, a tragic story, a tragic story, a tragic story, a tragic story, a tragic story?",sadness
863.98,869.98,اکیفه سامسونه تو خیلی کارش برای شدی بود، یه کترباری زنش بود و اینها,"It was a little work for me, a girl and they were a girl and they were a girl and they were a girl and they were a girl and they were a girl.",neutral
869.98,873.98,بعد این منده خدا تو کل نون هفتم خیلی با من در اتباد بود که,And then this prophet was very very close to me.,surprise
873.98,878.98,حتما همه هایت همه چی اوکه یه تو رو خدا فلان داشت می رفتیم، برای یه بازی خیلی,"And all of you had all the things that I was going to do, for a game like a game.",neutral
878.98,884.98,رسیم اونجا و بعد یه سریامون اومده بودیم، کامبیز دیربال و سام درخشنی نه اومده بودن,And then we went there and then we went there and we went there and then we went there and we went there and then we went there and we went there and we went there and then we went there and we went there and we went there and we went there and we went there and we went there.,neutral
885.98,889.98,بعد این به من گفت آقی جمشی تو رو خدا من دارم سکتی میکنم، این برادره کجان؟,"And then he said, I'm going to tell you what I'm going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to",neutral
889.98,893.98,گفتم به خدا برادره میان دیگه، قل دادن میان,"And I said to God, I said to God, they're going to get together.",neutral
893.98,897.98,کامبیز از شحسوه روفت داده بود، تو جاد چالوز بود,"It was going to be a giant of grains, which was going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be a",neutral
897.98,901.98,خوب داشت می من بود و دیگه ساعت 7-8 فرواز بود,And I was very good and I was very good and I was very good.,joy
901.98,905.98,گفتم من خدا من می نیستم، من این کارا زیاد کردم، این تمام شد و به یارو,"And I said I don't know, I didn't know, I didn't do it, I didn't do it, I didn't do it, I didn't do it, I didn't do it, I didn't do it, I didn't do it, I didn't do it, I didn't do it, I didn't do it.",anger
905.98,909.98,گفتم خب، عوارضی کرجه، رسید، خیالت راحت باشه دیگه تو فروتگان پای نقبشن,"And I said, ""Laughter,"" I said, ""Laughter,"" I said, ""Laughter,"" I'm going to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be there in the streets of the streets.",neutral
910.98,913.98,تو رو خدا فلا، اینها بردی باشه چایی چیزی بهش مدیم,It's not going to do what we're going to do.,neutral
913.98,916.98,بردیم تو کافی فروتگاه، خدا شاید,"And we're going to make you a little corner, you're going to make you a little corner, you're going to make you a little corner.",neutral
916.98,920.98,یه اون تیره بزیون روشن بود، سامداش مساهمه می کرد,"It was a very bright yellow, he contributed to a very bright yellow, he contributed to him.",neutral
920.98,922.98,تو برنامه زنده,It's a live program.,neutral
922.98,925.98,اینها این حقشانی نیست، گفتم چرا؟,I don't know what?,surprise
925.98,928.98,قبلی دنما رو قبل، گفتم زنده زنده، آمای تو برد,"And then, I said, alive, you're alive, you're alive, you're alive, you're alive, you're alive, you're alive, you're alive, you're alive, you're alive.",neutral
930.98,933.98,تو یه برنامه بشه، سامداش مساهمه,It's going to be a program.,neutral
937.29,940.29,یه یه بند خدا رو آبه خند دیدم و اینها بچه,And I saw a little monkey and they were a little boy and they were a kid.,disgust
940.29,943.29,همون جرگانه سیزیه، این بیخواستم کنها برنامه تکم نمیشد,It wasn't going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going.,neutral
943.29,945.29,به این صدم,And I'm going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
945.29,948.29,معمولن دو سه ساعت پرزدو به خاطر ما نگرم داشت,It's a few hours of a few hours of a countdown.,neutral
950.29,952.29,سفر زیاد رفتیم مان نه,And we didn't have a lot of travel.,neutral
952.29,954.29,سفره اینجوری فودبالی زیاد رفتیم,And we were going to get a lot of excitement.,joy
954.29,957.29,یه برزینم ما هم رفتیم، دو تا برزین رفتیم,"And we were going to go, two to a row.",neutral
957.29,959.29,ایکی برای جامع جهانی رفتیم، یه دونم,"And we went to the global society, I was talking about the world.",neutral
959.29,961.29,سفره تفریه هم زیاد رفتیم دیگه,It's a lot of time.,neutral
962.29,965.29,یه ایکیپیم که پیمانه قاسمخانی محراب,It's a piece of a spoon that a spoon of a spoon of a spoon of a spoon of a spoon of a spoon.,disgust
965.29,967.29,محسن چگینی عمصرش اینها,And they're going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to,neutral
967.29,969.29,پد مزده اینجا است اینقدر,And it's a little bit a little bit a little bit a little bit a little bit a little bit a little bit a little bit a little bit a little bit a little bit.,neutral
969.29,971.29,معمولن دیگه رفتیم که اینها ماحسل منم بودن,And we were going to see that they were a killer.,disgust
973.29,975.29,ماحسل ما چاردن نفر بودیم,And we were a teenager.,neutral
979.29,981.29,پکنم بده تشفیق اومده بود,It's going to be a tsunami.,fear
986.29,988.29,بچار چجری دو تا بچه داریم,And we have two kids.,joy
988.29,989.29,ما تشفیق داریم,It's a tsunami.,fear
989.29,991.29,از طرف خانواده دواماد محمود بیداد,And the family of a wife of a wife of a wife of a wife of a wife of a wife of a wife of a wife.,disgust
995.29,997.29,آقا این برنامه دیگه تموم شد,And I didn't have a new program.,surprise
997.29,999.29,تمام لذت تونه ببرینم شد,It's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going.,neutral
1001.29,1005.08,میگن که آدم رفیقشو تو سفر,It's going to tell you what you're going to travel.,neutral
1005.08,1007.08,بهتر میشناسه شما تجربهی دارید,It's better than you know.,neutral
1007.08,1010.39,از این باباد,It's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
1010.39,1012.39,سفر اون واقعا فوقولاده بود,And the flight was really almost a tower.,surprise
1012.39,1014.39,رفیقشو میگن بیشتر میشناسه,It's more interesting.,neutral
1014.39,1016.39,خیلی خیلی، یعنی آقا اون گروی که میریم,"It's really very pretty, because the guy who we're going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be.",neutral
1016.39,1018.39,واقعا همه تلاشون کنم به برگیه خوش بگذاره,And I'm going to do all of them to be happy.,joy
1018.39,1020.39,یعنی فوقولاده بود,And it was a chemical.,disgust
1020.39,1022.39,فوقولاده بود آره,And it was a very thick copper.,disgust
1022.39,1024.39,دولار عرضون بود,And the dollar was a dollar.,neutral
1024.39,1026.39,دستان جایی ما رفاقی آره,So we're going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
1026.39,1028.39,دیگه تبدیب رویا شد,And it was going to change.,neutral
1028.39,1030.39,سفر رفتن دیگه,And they're going to travel.,neutral
1030.39,1032.39,هم با این شرایت و دولار و,And it's a lot of dollars and dollars.,neutral
1032.39,1034.39,این بنای زیبای,And this is a beautiful building.,joy
1034.39,1036.39,این رفاقتی رو که الان,It's a wonderful idea that's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,joy
1036.39,1038.39,از همون سال,It's the first year of the year.,joy
1038.39,1040.39,خیلی سال تیش اون فوتپاله,It's almost a year ago.,neutral
1040.39,1042.39,کهی میشه؟,So what's going to do?,neutral
1042.39,1044.39,80-81 بود,It was 80-81.,neutral
1044.39,1046.39,17-18 سال بود,It was 18 years ago.,neutral
1046.39,1048.39,تازه اون موقع,It's going to happen.,neutral
1048.39,1050.39,اینمون روفرم نبود,It wasn't going to be a penguin.,neutral
1050.39,1052.39,و اینمون اسرائیلی روفرم نبود,And it wasn't a terrorist.,neutral
1052.39,1054.55,الان هم اصلا روفرم,It's not going to be going to be going to be going to be going.,neutral
1054.55,1056.55,دهت و خوردین,And you're going to eat and drink.,neutral
1056.55,1058.55,اون موقع دهت و خوردین,And you're going to eat and eat.,neutral
1058.55,1060.55,همون سیتو میخوریم,And we're going to do it.,neutral
1060.55,1062.55,خب جبانی کجایی که یادت نخی خود و اون این جعونی و اون همون,And it's where you're talking about the skull and the skull and the skull and the skull and the skull and the skull.,neutral
1064.55,1066.55,اکثر ادمه آنکه تو شست سالگی,And there's a lot of things that you're going to make a day.,neutral
1066.55,1068.55,رفیق دارن رفیقاشون ماله و زمان سی سالگی,And they're going to be able to be able to be able to be able to be able to be able to be able to be able to be able to be a few years ago.,neutral
1068.55,1070.55,یعنی بیس سالگیش اونه,And it's a few years ago.,neutral
1070.55,1072.55,این رفاقه مونده,It's a very young woman.,neutral
1072.55,1076.55,بناظر من اینطوریه، والا سام و یکی دو تا دوست دیگه ایگه من دارم,"It's what I'm going to say, and one of my friends says I'm going to say I'm going to say I'm going to say I'm going to say I'm going to say I'm going to say I'm going to say I'm going to say I'm going to say I'm going to say I'm going to say I'm going to say I'm going to say I'm going to say I'm going to say I'm",neutral
1076.55,1082.55,نکته ای که من بیرون استدیو که بودم داشتم به اش فکر میکردم,"And what I thought I was going to look at in the camera, I thought I was going to think about it.",neutral
1082.55,1086.55,چون من یه طریف ساده دارم باسه رفاقت,And I'm going to have a very simple way of thinking.,neutral
1086.55,1091.55,خیلی ساده دم دستی ولی بناظر من خیلی درست دو کار بردیه,"It's very simple, but I'm really very easy to do a couple of things.",neutral
1091.55,1096.55,من میگم رفیق اونی که اگه چار سب تو خیابون پنچر کردی,And I'm going to tell me a friend who would have a few thousand dollars in the house.,neutral
1096.55,1100.28,بتونی به ایز دنگ بزنیم,And we're going to get a few dollars.,neutral
1100.28,1102.28,خودتم چین رفیق هستم سام,And I'm a Chinese citizen.,neutral
1102.28,1108.28,بیلون داشتم این سوالها خودم می کردم که دلیل که من اینجام چیه,And I was talking about the question that I was going to do what I was going to do.,neutral
1108.28,1111.28,به مبانه رفیق سیمیه پجمان,It's going to be a corner of a corner of a corner of a corner of a corner of a corner of a corner of a corner of a corner.,neutral
1111.28,1115.28,واقعا اگه من این اتفاق باستم بیوفته بهش می تونم زنگ بزنم دیدم که آره,"And if I'm going to see this happen, I'm going to see it.",neutral
1115.28,1118.28,و من فکر میکنم که اونم می تونم به زنگ بزنگ,And I think that I'm thinking that I'm going to do it.,neutral
1118.28,1122.28,سام به سیا آدم محالا را ندیلوش بگم خودشم می دونم,"And I'm going to say, I'm going to say, I'm going to say, I'm going to say, I'm going to say, I'm going to say, I'm going to say, I'm going to say, I'm going to say, I'm going to say, I'm going to say, I'm going to say, I'm going to say, I'm going to say, I'm going to say, I'm going to say",neutral
1122.28,1126.28,همه اون ایراده های خودمون رو داریم ولی سام یکی احساسات,And we're all talking about these thoughts and these thoughts.,neutral
1127.28,1130.28,این مرد خوب که می تونی رفاقه اشتصاف کنیم,It's a good woman who can't be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be,surprise
1130.28,1132.28,همه برای خانواده اش همه برای رفیقه اش,"It's all for his family, all for his family.",neutral
1132.28,1134.28,لارج بودنش,It's a very good thing.,joy
1134.28,1136.28,یعنی هر چی داره می خواد,And what you can do is what you can do is what you can do.,neutral
1136.28,1138.28,هر درامدی که داره می خواد باشه,It's a lot of money that's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
1138.28,1140.28,برای اینکه به رفیقه اش خوش بگذاره,It's a good way to make him happy.,joy
1140.28,1142.28,یا به خانواده اش تمنید باشن,It's going to be a family.,neutral
1142.28,1144.28,آره واقعا این خصوصیتو داره,It's really really interesting.,joy
1144.28,1146.28,و خیلی خیلی به نظرم,And I think it's really amazing.,surprise
1146.28,1148.28,خصوصیت جذب و بارزیتوه,It's a huge amount of mortality and mortality.,neutral
1148.28,1150.28,اصلا یکم,And I'm not going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going.,neutral
1151.28,1153.28,آدم تناخور نباشه,It's a very healthy woman.,neutral
1153.28,1155.28,وقتی آدم آدت که تناخور نباشه,It's when they're going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to,neutral
1155.28,1157.28,طبیعتا باید با رفیقه اش بشینه,It's going to be able to go with a friend.,joy
1157.28,1158.28,بلگ,And they're going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to,neutral
1158.28,1160.28,یه صفره باید باشه دوره هم,It's going to be a decade.,neutral
1160.28,1162.28,دوره هم می چسپ,It's a few years ago.,neutral
1162.28,1164.28,نیمرو هم می زنی می چسپ,It's a little bit thick.,neutral
1164.28,1166.28,واقعا,And it's really interesting.,joy
1166.28,1168.28,آیا به نظر شما رفاقه قدیمی ها,It's not really interesting to think about those young people?,disgust
1168.28,1170.28,با هم دیگه,And that's not a lot.,neutral
1170.28,1172.28,بهتر از رفاقه ما ها,It's better than our friends.,joy
1172.28,1176.3,الان با هم دیگه,It's going to be with them.,neutral
1176.3,1178.3,مثلا رفاقه پدران ما با هم,It's not just our parents with their own hands.,neutral
1178.3,1180.3,مثالی که اوله برنامه,It's the first example of the program.,neutral
1181.3,1183.3,شاید یکی از چیسه,And it's a few of the trees.,neutral
1183.3,1185.3,اینه,And that's what it's going to happen.,neutral
1185.3,1187.3,ولی من فکر می کنم,And I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I think I,surprise
1187.3,1189.3,تو هر تاریخ و هر زمان,It's all the time and all the time.,neutral
1189.3,1191.3,و هر جایی رفاقت,It's a lot of love.,joy
1191.3,1193.3,ترفیه خودش تو داره و دو تا آدم,And it's going to be going to be going to be going to be going to be going to be a one of the people.,neutral
1193.3,1195.3,شاید خیلی با هم دوست باشند,It's a lot of friends.,joy
1195.3,1197.3,یا ما الان رفاقت ها ببینیم که,And we're going to see that we're going to see that we're going to see that we're going to see that.,neutral
1197.3,1199.3,تو زمان قدیم هم بوده شبیه هم باشه,It's a very old time.,neutral
